   flips   |   errors   
 [0,  1,  1,  1,  1,  0,  1,  0,  0,  1,  0,  1] | [13,  35] 
 [0,  1,  1,  1,  0,  0,  1,  0,  1,  0,  1,  0] | [13,  40] 
 [0,  0,  0,  1,  0,  0,  0,  0,  1,  1,  0,  1] | [11,  37] 
 [1,  1,  0,  0,  0,  1,  0,  1,  0,  1,  1,  0] | [10,  44] 
 [1,  0,  0,  0,  0,  0,  1,  0,  1,  0,  1,  1] | [11,  32] 
 [0,  1,  1,  0,  0,  1,  0,  1,  1,  1,  0,  0] | [8,  30] 
 [1,  0,  1,  0,  1,  0,  1,  1,  0,  1,  0,  1] | [15,  33] 
 [1,  0,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1] | [13,  36] 
 [1,  0,  1,  1,  1,  0,  0,  0,  1,  1,  1,  1] | [10,  30] 
 [0,  1,  1,  0,  1,  1,  0,  1,  1,  0,  1,  1] | [7,  38] 
 [1,  1,  0,  0,  1,  1,  0,  1,  1,  0,  1,  1] | [8,  38] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  1,  0] | [7,  32] 
 [0,  0,  1,  0,  1,  1,  1,  0,  1,  0,  0,  1] | [10,  37] 
 [1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0] | [12,  32] 
 [0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  1] | [14,  35] 
 [1,  0,  1,  0,  0,  0,  1,  0,  1,  1,  0,  1] | [11,  39] 
 [1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  0,  0] | [15,  31] 
 [0,  0,  0,  0,  1,  0,  1,  0,  1,  0,  0,  1] | [14,  23] 
 [0,  1,  1,  1,  0,  0,  0,  1,  1,  1,  1,  1] | [17,  34] 
 [1,  1,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0] | [9,  38] 
 [1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  1,  1] | [12,  36] 
 [0,  0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  0] | [22,  35] 
 [1,  1,  0,  0,  1,  0,  1,  1,  1,  0,  0,  0] | [20,  34] 
 [0,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1,  1] | [13,  28] 
 [1,  1,  1,  0,  0,  0,  1,  0,  1,  0,  0,  0] | [18,  40] 
 [1,  0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  1] | [12,  44] 
 [0,  0,  0,  0,  1,  1,  1,  1,  1,  0,  1,  1] | [16,  41] 
 [1,  1,  1,  1,  1,  1,  0,  0,  0,  0,  1,  1] | [16,  48] 
 [1,  0,  0,  1,  1,  1,  0,  0,  0,  0,  1,  0] | [16,  33] 
 [0,  0,  0,  0,  1,  1,  1,  0,  0,  0,  1,  0] | [9,  30] 
 [1,  0,  1,  0,  1,  1,  1,  0,  0,  0,  0,  0] | [7,  43] 
 [0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  1,  1] | [16,  34] 
 [1,  0,  1,  0,  0,  1,  0,  1,  1,  1,  1,  0] | [18,  37] 
 [1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0] | [13,  40] 
 [1,  1,  0,  0,  1,  1,  0,  1,  1,  1,  0,  0] | [6,  36] 
 [1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  1,  1] | [12,  42] 
 [1,  0,  0,  1,  1,  0,  1,  1,  0,  1,  0,  0] | [8,  44] 
 [0,  0,  0,  0,  0,  1,  1,  1,  0,  1,  0,  0] | [10,  45] 
 [0,  0,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0] | [16,  31] 
 [0,  1,  1,  1,  1,  0,  0,  1,  1,  1,  1,  1] | [11,  25] 
 [0,  1,  0,  1,  0,  0,  1,  1,  0,  1,  1,  0] | [14,  53] 
 [0,  0,  1,  0,  1,  0,  1,  1,  1,  0,  0,  1] | [16,  32] 
 [1,  1,  1,  0,  1,  0,  0,  1,  1,  0,  0,  1] | [11,  38] 
 [1,  0,  1,  0,  1,  1,  0,  1,  0,  0,  1,  0] | [10,  42] 
 [0,  1,  1,  0,  0,  0,  0,  0,  1,  0,  1,  0] | [20,  38] 
 [1,  0,  1,  0,  1,  1,  1,  1,  0,  0,  1,  0] | [13,  51] 
 [1,  0,  0,  1,  0,  1,  0,  1,  1,  1,  0,  1] | [18,  35] 
 [0,  1,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0] | [5,  32] 
 [1,  0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  0] | [13,  36] 
 [0,  1,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1] | [7,  36] 
 [0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  1,  0] | [15,  46] 
 [1,  0,  1,  1,  1,  1,  0,  0,  1,  1,  0,  1] | [8,  37] 
 [1,  0,  0,  0,  0,  1,  1,  1,  0,  1,  0,  1] | [17,  30] 
 [0,  0,  0,  1,  0,  1,  1,  0,  1,  0,  0,  0] | [9,  43] 
 [0,  1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0] | [13,  29] 
 [1,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1,  0] | [18,  37] 
 [1,  1,  1,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [17,  34] 
 [0,  0,  1,  0,  1,  1,  1,  0,  0,  1,  0,  1] | [9,  43] 
 [0,  1,  0,  1,  1,  0,  0,  0,  1,  0,  0,  0] | [14,  38] 
 [0,  0,  1,  0,  1,  1,  1,  1,  0,  1,  0,  1] | [15,  35] 
 [0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1,  0] | [17,  40] 
 [0,  0,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0] | [19,  28] 
 [1,  1,  1,  1,  1,  1,  1,  1,  1,  0,  1,  1] | [6,  24] 
 [0,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0,  0] | [15,  26] 
 [1,  0,  0,  0,  1,  0,  0,  0,  1,  0,  0,  1] | [12,  30] 
 [0,  0,  0,  0,  0,  1,  1,  0,  1,  0,  1,  1] | [15,  55] 
 [1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  0,  0] | [10,  31] 
 [1,  0,  1,  0,  0,  0,  1,  1,  1,  1,  0,  1] | [14,  40] 
 [1,  1,  0,  0,  1,  1,  1,  0,  1,  1,  0,  1] | [10,  32] 
 [0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  1,  1] | [9,  41] 
 [1,  1,  0,  1,  1,  1,  0,  1,  0,  0,  0,  0] | [9,  48] 
 [0,  1,  0,  0,  1,  0,  0,  1,  0,  0,  0,  0] | [12,  30] 
 [0,  0,  1,  1,  1,  0,  1,  1,  0,  0,  1,  1] | [7,  38] 
 [1,  1,  0,  0,  0,  1,  1,  1,  0,  0,  1,  1] | [13,  32] 
 [0,  1,  1,  0,  1,  1,  1,  1,  1,  0,  1,  1] | [11,  27] 
 [0,  1,  0,  0,  1,  0,  0,  1,  1,  1,  0,  1] | [18,  32] 
 [0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  1,  0] | [9,  43] 
 [1,  0,  0,  1,  1,  1,  0,  1,  1,  1,  0,  0] | [11,  35] 
 [1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  0] | [11,  32] 
 [1,  0,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0] | [14,  41] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  1,  1,  0] | [12,  36] 
 [1,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0,  1] | [11,  39] 
 [1,  0,  1,  0,  1,  0,  0,  1,  1,  1,  0,  0] | [17,  37] 
 [1,  0,  1,  0,  0,  1,  1,  1,  0,  0,  0,  0] | [12,  26] 
 [0,  1,  1,  1,  0,  1,  0,  0,  1,  1,  0,  0] | [7,  27] 
 [1,  0,  0,  0,  1,  1,  0,  1,  1,  0,  0,  0] | [9,  24] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  0,  0,  1] | [14,  28] 
 [1,  0,  1,  1,  0,  1,  1,  0,  1,  0,  1,  0] | [16,  36] 
 [1,  1,  0,  1,  1,  0,  1,  1,  1,  0,  1,  1] | [8,  30] 
 [1,  0,  0,  1,  0,  1,  1,  1,  1,  1,  1,  1] | [11,  36] 
 [1,  0,  1,  0,  1,  0,  1,  1,  1,  1,  1,  1] | [12,  43] 
 [1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  1,  1] | [8,  41] 
 [1,  1,  0,  0,  1,  1,  1,  0,  1,  0,  0,  1] | [12,  22] 
 [0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  0] | [16,  33] 
 [1,  0,  1,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [13,  46] 
 [0,  1,  1,  1,  1,  0,  0,  0,  1,  1,  0,  0] | [11,  37] 
 [0,  0,  0,  1,  1,  1,  1,  1,  1,  0,  0,  0] | [13,  31] 
 [1,  1,  0,  1,  0,  0,  0,  0,  0,  1,  1,  1] | [14,  46] 
 [1,  0,  1,  1,  0,  1,  0,  0,  0,  0,  0,  0] | [10,  35] 
 [0,  1,  0,  1,  0,  1,  0,  1,  1,  1,  0,  1] | [14,  29] 
 [0,  1,  0,  1,  1,  1,  1,  1,  1,  1,  0,  0] | [8,  35] 
 [0,  0,  1,  1,  1,  1,  1,  0,  1,  0,  1,  1] | [17,  29] 
 [0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  1] | [12,  45] 
 [1,  1,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0] | [14,  29] 
 [1,  1,  0,  1,  0,  0,  0,  0,  1,  1,  1,  0] | [10,  42] 
 [0,  1,  0,  1,  1,  1,  1,  1,  0,  0,  0,  0] | [11,  44] 
 [0,  0,  1,  0,  1,  1,  0,  0,  0,  1,  0,  1] | [16,  42] 
 [1,  1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  0] | [12,  53] 
 [0,  1,  0,  1,  1,  0,  1,  1,  1,  1,  0,  0] | [15,  43] 
 [1,  1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  0] | [10,  37] 
 [1,  1,  1,  0,  1,  1,  1,  0,  1,  1,  0,  0] | [14,  36] 
 [0,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [11,  30] 
 [0,  0,  1,  1,  0,  0,  0,  0,  1,  1,  1,  1] | [8,  33] 
 [1,  0,  1,  0,  1,  0,  1,  0,  1,  0,  0,  1] | [11,  41] 
 [0,  1,  0,  1,  1,  1,  0,  0,  1,  0,  0,  1] | [11,  36] 
 [0,  0,  1,  1,  1,  0,  1,  1,  1,  1,  0,  0] | [9,  35] 
 [0,  0,  1,  1,  1,  0,  1,  0,  1,  1,  1,  1] | [9,  44] 
 [0,  1,  0,  1,  1,  1,  0,  0,  1,  0,  0,  0] | [13,  34] 
 [0,  1,  1,  0,  0,  1,  1,  0,  0,  1,  0,  1] | [11,  41] 
 [0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [13,  44] 
 [0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1,  1] | [6,  43] 
 [1,  0,  0,  1,  1,  0,  1,  0,  0,  1,  1,  1] | [19,  40] 
 [1,  0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  1] | [18,  40] 
 [0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  1,  1] | [7,  34] 
 [0,  0,  1,  0,  0,  0,  1,  1,  1,  0,  1,  1] | [16,  35] 
 [0,  1,  1,  0,  0,  1,  1,  0,  0,  1,  1,  0] | [16,  43] 
 [0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1] | [20,  34] 
 [1,  0,  0,  0,  1,  0,  1,  0,  1,  0,  0,  0] | [7,  48] 
 [1,  0,  1,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [14,  29] 
 [1,  0,  0,  1,  0,  0,  1,  1,  0,  0,  0,  0] | [9,  30] 
 [0,  1,  0,  1,  1,  1,  0,  1,  0,  1,  1,  1] | [11,  34] 
 [0,  0,  1,  0,  1,  0,  0,  0,  1,  0,  1,  0] | [15,  45] 
 [1,  1,  0,  1,  0,  1,  1,  1,  1,  0,  1,  0] | [8,  42] 
 [0,  1,  1,  0,  0,  1,  1,  0,  1,  0,  1,  0] | [19,  40] 
 [0,  1,  0,  0,  0,  1,  0,  1,  1,  1,  0,  1] | [15,  45] 
 [0,  1,  1,  0,  1,  1,  1,  0,  1,  0,  0,  0] | [15,  40] 
 [1,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0] | [13,  31] 
 [0,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0] | [12,  36] 
 [1,  1,  0,  1,  0,  1,  0,  1,  0,  1,  1,  1] | [15,  38] 
 [1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  0,  1] | [9,  37] 
 [0,  1,  0,  1,  0,  0,  1,  1,  1,  1,  1,  1] | [11,  44] 
 [0,  0,  1,  0,  0,  1,  0,  0,  0,  1,  1,  0] | [10,  48] 
 [1,  0,  0,  0,  1,  0,  1,  1,  0,  0,  1,  0] | [12,  39] 
 [1,  1,  1,  0,  1,  0,  1,  1,  0,  0,  0,  0] | [19,  32] 
 [1,  1,  1,  1,  0,  0,  0,  1,  1,  1,  0,  0] | [9,  36] 
 [1,  1,  1,  1,  1,  1,  0,  0,  0,  1,  1,  0] | [12,  40] 
 [1,  1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  1] | [11,  25] 
 [0,  0,  0,  1,  0,  1,  1,  1,  0,  0,  0,  0] | [15,  45] 
 [0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  0,  1] | [9,  44] 
 [0,  1,  0,  1,  0,  0,  0,  0,  1,  1,  0,  1] | [16,  30] 
 [0,  0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  1] | [10,  33] 
 [0,  0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  1] | [10,  39] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  0,  1,  1] | [17,  37] 
 [0,  0,  0,  0,  1,  0,  1,  1,  0,  0,  1,  1] | [13,  40] 
 [1,  0,  1,  0,  1,  1,  1,  1,  0,  1,  1,  0] | [11,  33] 
 [0,  0,  1,  1,  1,  1,  1,  0,  0,  0,  1,  1] | [8,  42] 
 [0,  0,  1,  1,  1,  0,  1,  0,  0,  1,  0,  0] | [13,  38] 
 [0,  1,  0,  0,  1,  1,  1,  0,  1,  0,  1,  0] | [15,  32] 
 [1,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1,  1] | [11,  37] 
 [0,  0,  0,  1,  1,  0,  1,  1,  0,  0,  1,  1] | [9,  41] 
 [0,  1,  1,  0,  1,  1,  0,  1,  0,  0,  0,  1] | [11,  35] 
 [0,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  1] | [9,  45] 
 [0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  0,  0] | [16,  37] 
 [0,  0,  1,  1,  0,  1,  1,  1,  0,  1,  1,  0] | [5,  43] 
 [0,  0,  1,  0,  1,  1,  1,  1,  1,  1,  1,  0] | [16,  33] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  0,  1,  0] | [10,  37] 
 [0,  1,  1,  0,  0,  0,  1,  1,  1,  0,  0,  1] | [16,  40] 
 [1,  0,  0,  1,  1,  1,  1,  0,  1,  0,  0,  0] | [18,  34] 
 [0,  1,  0,  0,  0,  0,  0,  1,  0,  1,  0,  1] | [11,  26] 
 [1,  0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  1] | [10,  48] 
 [1,  0,  1,  0,  1,  1,  0,  0,  1,  1,  1,  1] | [7,  36] 
 [1,  1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  0] | [18,  40] 
 [0,  1,  0,  0,  1,  0,  1,  1,  1,  0,  0,  1] | [14,  41] 
 [0,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0,  1] | [10,  51] 
 [0,  1,  1,  0,  1,  1,  1,  1,  0,  1,  0,  1] | [9,  43] 
 [0,  1,  1,  1,  0,  1,  0,  1,  0,  0,  0,  1] | [15,  32] 
 [1,  1,  0,  0,  0,  0,  1,  0,  1,  0,  1,  0] | [9,  36] 
 [0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  0] | [13,  37] 
 [0,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1,  0] | [15,  34] 
 [0,  0,  0,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [11,  35] 
 [0,  0,  1,  1,  0,  0,  0,  1,  0,  0,  0,  0] | [11,  39] 
 [1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  0] | [13,  33] 
 [0,  1,  1,  0,  1,  0,  0,  1,  0,  1,  1,  0] | [10,  36] 
 [0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1] | [13,  35] 
 [0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1] | [18,  29] 
 [1,  1,  0,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [10,  26] 
 [0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0] | [17,  37] 
 [1,  1,  1,  0,  1,  0,  0,  0,  1,  0,  1,  0] | [14,  42] 
 [0,  1,  0,  1,  0,  1,  0,  0,  1,  0,  1,  0] | [14,  39] 
 [1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  1,  0] | [12,  38] 
 [1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  0,  0] | [17,  36] 
 [1,  1,  0,  1,  1,  1,  0,  1,  0,  1,  0,  0] | [13,  45] 
 [1,  1,  1,  1,  1,  1,  1,  0,  0,  1,  1,  1] | [16,  30] 
 [1,  1,  0,  0,  0,  0,  1,  0,  1,  0,  1,  1] | [11,  42] 
 [0,  0,  1,  0,  1,  0,  1,  1,  0,  0,  0,  1] | [10,  39] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [13,  38] 
 [1,  1,  1,  1,  1,  0,  0,  0,  0,  1,  1,  1] | [13,  37] 
 [0,  0,  0,  1,  0,  1,  1,  1,  0,  1,  1,  0] | [10,  34] 
 [1,  1,  1,  1,  0,  1,  1,  0,  0,  1,  1,  0] | [12,  44] 
 [0,  0,  1,  1,  0,  1,  0,  1,  1,  0,  0,  1] | [12,  41] 
 [1,  0,  0,  0,  1,  0,  0,  1,  1,  1,  1,  1] | [10,  29] 
 [1,  0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0] | [9,  41] 
 [0,  1,  1,  0,  0,  1,  0,  1,  0,  0,  1,  0] | [10,  33] 
 [1,  1,  1,  1,  1,  0,  1,  0,  1,  0,  1,  1] | [25,  36] 
 [0,  1,  1,  0,  0,  1,  1,  0,  0,  1,  1,  1] | [13,  32] 
 [0,  0,  1,  0,  0,  0,  0,  1,  0,  0,  1,  1] | [11,  35] 
 [0,  0,  0,  1,  0,  0,  0,  1,  0,  1,  1,  1] | [10,  41] 
 [1,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0,  0] | [12,  36] 
 [1,  0,  1,  1,  0,  1,  0,  1,  0,  0,  1,  1] | [16,  32] 
 [1,  1,  0,  1,  0,  1,  1,  1,  1,  1,  1,  0] | [15,  40] 
 [0,  0,  1,  1,  1,  0,  1,  0,  0,  1,  1,  1] | [7,  38] 
 [0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  1,  0] | [15,  42] 
 [0,  0,  1,  1,  0,  1,  1,  1,  1,  0,  1,  1] | [12,  36] 
 [1,  0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  1] | [13,  43] 
 [1,  0,  0,  1,  1,  1,  0,  1,  0,  0,  0,  0] | [11,  31] 
 [0,  1,  0,  1,  0,  1,  1,  0,  1,  1,  0,  0] | [9,  33] 
 [1,  0,  1,  1,  1,  0,  0,  0,  0,  1,  0,  0] | [14,  36] 
 [0,  0,  1,  0,  1,  0,  1,  0,  1,  0,  1,  1] | [11,  42] 
 [1,  1,  0,  1,  0,  1,  0,  1,  0,  1,  0,  0] | [11,  32] 
 [1,  0,  0,  1,  1,  1,  1,  0,  0,  1,  0,  1] | [11,  41] 
 [1,  0,  1,  0,  1,  1,  1,  1,  0,  1,  1,  1] | [12,  36] 
 [0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  1,  1] | [16,  35] 
 [1,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  1] | [10,  58] 
 [0,  1,  1,  0,  0,  0,  0,  1,  0,  0,  0,  1] | [13,  42] 
 [0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  1,  0] | [14,  39] 
 [1,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  1] | [11,  41] 
 [1,  0,  1,  0,  0,  0,  1,  0,  0,  1,  1,  1] | [10,  35] 
 [1,  0,  0,  0,  1,  0,  0,  0,  1,  1,  1,  1] | [14,  34] 
 [0,  0,  1,  1,  1,  0,  1,  1,  1,  0,  1,  0] | [7,  32] 
 [1,  1,  1,  0,  0,  1,  0,  1,  1,  0,  1,  0] | [18,  49] 
 [0,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0,  0] | [9,  37] 
 [1,  0,  1,  1,  0,  1,  1,  0,  1,  0,  0,  0] | [14,  39] 
 [1,  1,  0,  0,  1,  0,  0,  0,  1,  1,  1,  0] | [20,  42] 
 [0,  1,  1,  1,  1,  1,  0,  1,  0,  1,  0,  1] | [11,  41] 
 [0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  0,  1] | [8,  38] 
 [1,  0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  0] | [12,  39] 
 [1,  0,  0,  1,  1,  0,  1,  0,  0,  0,  1,  0] | [14,  33] 
 [0,  1,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1] | [6,  40] 
 [1,  1,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0] | [9,  39] 
 [0,  0,  1,  1,  0,  1,  1,  0,  0,  1,  1,  0] | [14,  39] 
 [1,  1,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0] | [9,  35] 
 [1,  1,  1,  0,  0,  1,  1,  1,  1,  0,  0,  1] | [14,  31] 
 [0,  1,  1,  1,  1,  1,  1,  0,  1,  0,  0,  1] | [18,  39] 
 [0,  1,  1,  0,  1,  1,  0,  1,  0,  1,  0,  0] | [11,  43] 
 [0,  1,  1,  0,  0,  1,  0,  1,  0,  0,  0,  1] | [9,  35] 
 [1,  0,  0,  0,  1,  1,  1,  0,  1,  0,  1,  1] | [9,  36] 
 [0,  0,  1,  0,  1,  1,  0,  0,  1,  1,  1,  1] | [10,  34] 
 [1,  1,  0,  1,  1,  0,  1,  1,  0,  0,  0,  1] | [9,  39] 
 [1,  0,  0,  1,  0,  1,  1,  1,  1,  0,  1,  1] | [10,  34] 
 [1,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  0] | [12,  36] 
 [1,  0,  1,  0,  1,  1,  0,  1,  1,  0,  1,  0] | [8,  37] 
 [0,  0,  1,  0,  0,  0,  1,  0,  0,  0,  0,  1] | [7,  39] 
 [0,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0,  1] | [10,  33] 
 [0,  1,  0,  1,  0,  1,  0,  1,  0,  1,  1,  1] | [17,  37] 
 [1,  0,  0,  1,  0,  0,  0,  0,  0,  0,  0,  1] | [16,  27] 
 [1,  1,  1,  1,  0,  0,  1,  1,  0,  0,  1,  0] | [8,  26] 
 [0,  1,  1,  1,  0,  1,  1,  1,  0,  0,  1,  1] | [17,  41] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  0,  0,  0] | [13,  32] 
 [1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0,  1] | [19,  28] 
 [0,  0,  0,  1,  1,  1,  1,  0,  1,  1,  0,  0] | [14,  42] 
 [1,  0,  0,  1,  1,  1,  0,  1,  1,  1,  1,  0] | [4,  27] 
 [1,  0,  0,  1,  0,  0,  0,  1,  0,  1,  0,  0] | [14,  38] 
 [1,  1,  0,  0,  0,  1,  0,  0,  1,  1,  0,  1] | [14,  30] 
 [0,  1,  0,  1,  0,  1,  1,  0,  0,  1,  0,  1] | [12,  40] 
 [0,  0,  0,  1,  0,  0,  0,  1,  1,  0,  1,  1] | [8,  33] 
 [0,  1,  1,  0,  1,  0,  0,  0,  1,  0,  1,  1] | [15,  33] 
 [1,  1,  0,  1,  0,  0,  0,  1,  1,  1,  1,  1] | [11,  38] 
 [1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  0,  1] | [12,  36] 
 [1,  1,  1,  1,  1,  1,  1,  0,  1,  0,  1,  1] | [10,  32] 
 [0,  0,  1,  1,  0,  1,  1,  0,  1,  0,  1,  1] | [7,  43] 
 [0,  0,  1,  0,  1,  1,  1,  0,  1,  1,  0,  1] | [16,  38] 
 [1,  1,  0,  1,  1,  0,  1,  0,  1,  1,  0,  0] | [16,  35] 
 [0,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  1] | [9,  27] 
 [0,  0,  1,  1,  1,  0,  1,  1,  0,  1,  1,  1] | [8,  44] 
 [1,  0,  0,  0,  0,  1,  1,  0,  1,  1,  0,  0] | [16,  33] 
 [0,  0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  1] | [10,  31] 
 [0,  0,  1,  0,  1,  1,  0,  0,  0,  1,  0,  0] | [9,  33] 
 [0,  1,  0,  1,  1,  0,  0,  1,  0,  0,  0,  1] | [16,  45] 
 [0,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0,  0] | [6,  39] 
 [0,  1,  1,  0,  0,  0,  1,  1,  1,  1,  1,  1] | [14,  27] 
 [0,  0,  0,  1,  0,  0,  1,  1,  0,  1,  1,  1] | [11,  42] 
 [0,  1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  1] | [7,  30] 
 [1,  1,  1,  0,  0,  1,  1,  0,  1,  0,  1,  1] | [13,  44] 
 [1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  0] | [15,  35] 
 [0,  0,  1,  1,  0,  1,  1,  1,  1,  0,  1,  0] | [16,  29] 
 [0,  1,  0,  0,  1,  1,  1,  1,  1,  1,  1,  1] | [14,  33] 
 [1,  1,  1,  1,  1,  0,  1,  0,  0,  0,  0,  1] | [9,  41] 
 [1,  0,  1,  1,  1,  0,  1,  0,  0,  0,  0,  1] | [16,  50] 
 [0,  1,  0,  0,  0,  1,  0,  1,  0,  0,  1,  1] | [12,  33] 
 [0,  1,  1,  1,  1,  1,  0,  0,  1,  1,  1,  0] | [9,  36] 
 [1,  0,  0,  1,  0,  1,  0,  0,  0,  1,  1,  0] | [6,  40] 
 [0,  1,  1,  1,  0,  1,  1,  1,  0,  0,  1,  0] | [13,  49] 
 [0,  1,  1,  0,  0,  0,  0,  0,  0,  1,  0,  0] | [11,  41] 
 [0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0] | [16,  38] 
 [1,  0,  0,  1,  0,  0,  1,  0,  1,  1,  1,  0] | [21,  40] 
 [1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  0,  1] | [11,  32] 
 [0,  1,  0,  1,  1,  0,  1,  1,  0,  1,  1,  0] | [15,  45] 
 [0,  0,  1,  1,  1,  0,  1,  1,  0,  0,  1,  0] | [9,  42] 
 [1,  1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0] | [6,  40] 
 [1,  1,  1,  0,  0,  0,  1,  0,  1,  1,  0,  1] | [13,  34] 
 [0,  1,  0,  1,  0,  0,  1,  1,  1,  0,  1,  1] | [16,  38] 
 [1,  1,  1,  0,  0,  1,  1,  0,  1,  1,  0,  1] | [13,  32] 
 [1,  1,  1,  1,  0,  0,  1,  1,  1,  0,  1,  1] | [10,  39] 
 [0,  1,  1,  0,  1,  1,  1,  0,  0,  0,  0,  0] | [12,  41] 
